"Start","Stop"
20 Sep 2001 00:00:00.00,27 Sep 2001 00:00:00.00
"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
26 Sep 2001 03:49:25.25,134.844,-42.000,651.458196
26 Sep 2001 17:54:24.42,321.649,-42.000,651.458196
26 Sep 2001 17:55:24.00,260.165,-55.359,515.616982
26 Sep 2001 17:56:11.87,215.257,-42.000,651.458198

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 01:11:34.83,317.270,-42.000,656.400854
20 Sep 2001 01:12:34.00,258.221,-52.217,543.044087
20 Sep 2001 01:13:15.44,221.308,-42.000,656.400855
20 Sep 2001 02:43:21.89,13.595,-42.000,656.400854
20 Sep 2001 02:44:21.00,68.730,-73.181,440.601813
20 Sep 2001 02:45:21.00,162.426,-46.785,594.879757
20 Sep 2001 02:45:32.55,165.299,-42.000,656.400853
20 Sep 2001 04:15:35.94,60.085,-42.000,656.400854
20 Sep 2001 04:16:35.00,113.524,-43.330,637.431753
20 Sep 2001 04:16:42.39,119.292,-42.000,656.400854
20 Sep 2001 07:18:45.06,68.975,-42.000,656.400855
20 Sep 2001 07:19:17.57,97.619,-43.641,633.231886
20 Sep 2001 07:19:33.91,111.566,-42.000,656.400853
20 Sep 2001 08:49:46.27,21.595,-42.000,656.400855
20 Sep 2001 08:50:46.00,83.203,-67.308,458.420768
20 Sep 2001 08:51:46.00,157.469,-44.245,625.285519
20 Sep 2001 08:51:51.95,159.448,-42.000,656.400856
20 Sep 2001 10:21:49.89,329.428,-42.000,656.400856
20 Sep 2001 10:22:49.00,268.585,-59.233,495.229217
20 Sep 2001 10:23:45.53,211.959,-42.000,656.400855
21 Sep 2001 01:54:02.25,346.752,-42.000,656.400858
21 Sep 2001 01:55:02.00,292.025,-74.702,437.007499
21 Sep 2001 01:56:02.00,194.639,-47.040,592.072497
21 Sep 2001 01:56:14.04,191.948,-42.000,656.400855
21 Sep 2001 03:26:05.00,34.793,-42.000,656.400857
21 Sep 2001 03:27:04.00,95.489,-56.451,512.085813
21 Sep 2001 03:27:54.93,144.308,-42.000,656.400857
21 Sep 2001 08:00:50.01,45.750,-42.000,656.400856
21 Sep 2001 08:01:50.00,105.270,-50.175,560.710339
21 Sep 2001 08:02:24.57,135.038,-42.000,656.400854
21 Sep 2001 09:32:17.28,359.651,-42.000,656.400854
21 Sep 2001 09:33:17.00,352.278,-82.357,424.498687
21 Sep 2001 09:34:17.00,181.853,-48.770,574.077000
21 Sep 2001 09:34:32.16,181.575,-42.000,656.400853
21 Sep 2001 11:05:26.86,277.210,-42.000,656.400853
21 Sep 2001 11:05:36.20,269.305,-42.159,654.054858
21 Sep 2001 11:05:42.17,264.268,-42.000,656.400854
22 Sep 2001 01:04:56.89,311.218,-42.000,656.400858
22 Sep 2001 01:05:56.00,253.934,-48.918,572.616570
22 Sep 2001 01:06:27.45,227.346,-42.000,656.400853
22 Sep 2001 02:36:39.79,10.147,-42.000,656.400854
22 Sep 2001 02:37:39.00,60.202,-76.142,433.957164
22 Sep 2001 02:38:39.00,166.135,-47.657,585.443411
22 Sep 2001 02:38:52.21,168.717,-42.000,656.400857
22 Sep 2001 04:08:52.24,56.383,-42.000,656.400857
22 Sep 2001 04:09:52.00,111.786,-44.710,619.361402
22 Sep 2001 04:10:06.07,122.955,-42.000,656.400857
22 Sep 2001 07:12:10.55,73.747,-42.000,656.400856
22 Sep 2001 07:12:35.47,95.410,-42.995,642.060727
22 Sep 2001 07:12:48.75,106.753,-42.000,656.400855
22 Sep 2001 08:43:06.90,24.907,-42.000,656.400857
22 Sep 2001 08:44:06.00,85.956,-64.491,469.456474
22 Sep 2001 08:45:06.00,154.803,-43.273,638.210384
22 Sep 2001 08:45:09.53,156.103,-42.000,656.400856
22 Sep 2001 10:15:04.70,334.124,-42.000,656.400857
22 Sep 2001 10:16:04.00,272.901,-62.774,477.082989
22 Sep 2001 10:17:04.00,207.881,-42.573,648.026049
22 Sep 2001 10:17:05.65,207.244,-42.000,656.400857
23 Sep 2001 01:47:21.33,342.688,-42.000,656.400854
23 Sep 2001 01:48:21.00,283.965,-71.109,446.148240
23 Sep 2001 01:49:21.00,198.735,-45.907,604.864267
23 Sep 2001 01:49:30.76,195.990,-42.000,656.400853
23 Sep 2001 03:19:22.27,31.485,-42.000,656.400854
23 Sep 2001 03:20:22.00,93.739,-58.701,498.264024
23 Sep 2001 03:21:16.49,147.581,-42.000,656.400855
23 Sep 2001 07:54:12.67,49.107,-42.000,656.400855
23 Sep 2001 07:55:12.00,106.855,-48.488,576.893228
23 Sep 2001 07:55:41.42,131.644,-42.000,656.400854
23 Sep 2001 09:25:35.77,3.265,-42.000,656.400854
23 Sep 2001 09:26:35.00,21.697,-81.481,425.483685
23 Sep 2001 09:27:35.00,177.142,-48.928,572.521695
23 Sep 2001 09:27:50.48,177.935,-42.000,656.400856
23 Sep 2001 10:58:24.00,294.248,-42.000,656.400854
23 Sep 2001 10:58:59.09,263.383,-44.064,627.635709
23 Sep 2001 10:59:18.14,247.219,-42.000,656.400854
24 Sep 2001 00:58:20.17,304.277,-42.000,656.400854
24 Sep 2001 00:59:20.00,248.612,-45.518,609.465080
24 Sep 2001 00:59:37.95,234.273,-42.000,656.400854
24 Sep 2001 02:29:57.81,6.650,-42.000,656.400858
24 Sep 2001 02:30:57.00,47.267,-78.867,429.090696
24 Sep 2001 02:31:57.00,170.209,-48.388,577.899361
24 Sep 2001 02:32:11.54,172.185,-42.000,656.400856
24 Sep 2001 04:02:08.75,52.815,-42.000,656.400856
24 Sep 2001 04:03:08.00,109.023,-46.358,599.669967
24 Sep 2001 04:03:29.40,126.484,-42.000,656.400853
24 Sep 2001 07:05:37.78,79.884,-42.000,656.400854
24 Sep 2001 07:05:53.10,93.035,-42.397,650.575823
24 Sep 2001 07:06:01.94,100.574,-42.000,656.400858
24 Sep 2001 08:36:27.82,28.199,-42.000,656.400853
24 Sep 2001 08:37:27.00,89.727,-61.881,481.338756
24 Sep 2001 08:38:27.00,152.772,-42.005,656.321822
24 Sep 2001 08:38:27.02,152.778,-42.000,656.400853
24 Sep 2001 10:08:20.15,338.573,-42.000,656.400854
24 Sep 2001 10:09:20.00,276.889,-66.430,461.675302
24 Sep 2001 10:10:20.00,204.626,-44.000,628.474293
24 Sep 2001 10:10:25.38,202.776,-42.000,656.400853
25 Sep 2001 01:40:40.67,338.469,-42.000,656.400854
25 Sep 2001 01:41:40.00,278.344,-67.421,458.016970
25 Sep 2001 01:42:40.00,202.506,-44.641,620.230908
25 Sep 2001 01:42:46.95,200.188,-42.000,656.400855
25 Sep 2001 03:12:39.64,28.174,-42.000,656.400854
25 Sep 2001 03:13:39.00,90.032,-61.155,484.950849
25 Sep 2001 03:14:37.78,150.858,-42.000,656.400854
25 Sep 2001 04:45:06.74,81.875,-42.000,656.400857
25 Sep 2001 04:45:18.33,91.791,-42.233,652.963994
25 Sep 2001 04:45:25.23,97.679,-42.000,656.400854
25 Sep 2001 07:47:35.62,52.521,-42.000,656.400854
25 Sep 2001 07:48:35.00,109.196,-46.803,594.681003
25 Sep 2001 07:48:58.14,128.192,-42.000,656.400858
25 Sep 2001 09:18:54.63,6.808,-42.000,656.400857
25 Sep 2001 09:19:54.00,44.273,-79.692,427.842487
25 Sep 2001 09:20:54.00,172.645,-48.464,577.133761
25 Sep 2001 09:21:08.65,174.364,-42.000,656.400856
25 Sep 2001 10:51:31.07,303.494,-42.000,656.400853
25 Sep 2001 10:52:31.00,248.558,-44.544,621.457489
25 Sep 2001 10:52:44.47,237.960,-42.000,656.400855
26 Sep 2001 00:51:45.55,295.754,-42.000,656.400855
26 Sep 2001 00:52:45.00,243.589,-42.180,653.744776
26 Sep 2001 00:52:46.06,242.783,-42.000,656.400855
26 Sep 2001 02:23:15.95,3.097,-42.000,656.400855
26 Sep 2001 02:24:15.00,27.205,-80.903,426.194370
26 Sep 2001 02:25:15.00,174.611,-48.936,572.436880
26 Sep 2001 02:25:30.51,175.711,-42.000,656.400853
26 Sep 2001 03:55:25.42,49.340,-42.000,656.400853
26 Sep 2001 03:56:25.00,107.031,-47.959,582.287240
26 Sep 2001 03:56:52.43,129.920,-42.000,656.400857
26 Sep 2001 08:29:49.02,31.478,-42.000,656.400856
26 Sep 2001 08:30:49.00,94.243,-59.379,494.410833
26 Sep 2001 08:31:44.41,149.466,-42.000,656.400855
26 Sep 2001 10:01:36.20,342.821,-42.000,656.400854
26 Sep 2001 10:02:36.00,282.931,-70.091,449.161022
26 Sep 2001 10:03:36.00,201.112,-45.468,610.058343
26 Sep 2001 10:03:44.80,198.507,-42.000,656.400855

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 20:35:27.74,9.610,-42.000,647.290980
20 Sep 2001 20:36:27.00,55.159,-79.123,423.014957
20 Sep 2001 20:37:27.00,172.590,-47.450,579.622258
20 Sep 2001 20:37:39.45,174.339,-42.000,647.290981
21 Sep 2001 07:07:25.14,346.864,-42.000,647.290980
21 Sep 2001 07:08:25.00,290.205,-76.379,427.741231
21 Sep 2001 07:09:25.00,191.268,-46.381,591.206712
21 Sep 2001 07:09:35.34,189.227,-42.000,647.290980
22 Sep 2001 20:28:49.54,22.022,-42.000,647.290983
22 Sep 2001 20:29:49.00,84.402,-68.267,449.000867
22 Sep 2001 20:30:49.00,160.187,-44.121,618.246489
22 Sep 2001 20:30:54.52,161.950,-42.000,647.290984
23 Sep 2001 07:00:48.73,334.471,-42.000,647.290982
23 Sep 2001 07:01:48.00,271.321,-65.229,460.177557
23 Sep 2001 07:02:48.00,202.466,-42.840,635.319966
23 Sep 2001 07:02:50.29,201.648,-42.000,647.290983
23 Sep 2001 21:12:05.82,287.696,-42.000,647.290984
23 Sep 2001 21:12:29.06,267.235,-42.923,634.173431
23 Sep 2001 21:12:41.91,256.091,-42.000,647.290981
24 Sep 2001 07:44:02.32,66.183,-42.000,647.290985
24 Sep 2001 07:44:35.07,95.298,-43.739,623.201505
24 Sep 2001 07:44:51.93,109.798,-42.000,647.290983
24 Sep 2001 20:22:14.65,35.596,-42.000,647.290982
24 Sep 2001 20:23:14.00,97.996,-57.525,498.501065
24 Sep 2001 20:24:05.59,148.395,-42.000,647.290984
25 Sep 2001 06:54:16.31,320.865,-42.000,647.290981
25 Sep 2001 06:55:16.00,258.319,-55.013,514.795280
25 Sep 2001 06:56:01.91,215.286,-42.000,647.290985
25 Sep 2001 21:05:01.04,312.361,-42.000,647.290985
25 Sep 2001 21:06:01.00,253.318,-47.847,575.491564
25 Sep 2001 21:06:27.04,231.462,-42.000,647.290980
26 Sep 2001 07:36:58.11,43.744,-42.000,647.290985
26 Sep 2001 07:37:58.00,103.653,-49.905,555.551393
26 Sep 2001 07:38:31.15,132.252,-42.000,647.290980
26 Sep 2001 20:15:44.94,51.915,-42.000,647.290981
26 Sep 2001 20:16:44.00,109.534,-47.867,575.289377
26 Sep 2001 20:17:10.83,132.093,-42.000,647.290982


"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
21 Sep 2001 01:36:27.47,15.951,-42.000,632.425487
21 Sep 2001 01:37:27.00,79.237,-75.157,420.772867
21 Sep 2001 01:38:27.00,168.768,-44.772,596.189800
21 Sep 2001 01:38:33.63,170.219,-42.000,632.425487
21 Sep 2001 14:28:00.09,35.126,-42.000,632.425492
21 Sep 2001 14:29:00.00,99.721,-54.172,509.132747
21 Sep 2001 14:29:41.76,138.731,-42.000,632.425488
23 Sep 2001 01:29:56.70,36.910,-42.000,632.425491
23 Sep 2001 01:30:56.00,101.878,-57.226,489.202341
23 Sep 2001 01:31:44.15,149.238,-42.000,632.425488
23 Sep 2001 14:21:08.83,13.445,-42.000,632.425490
23 Sep 2001 14:22:08.00,78.079,-71.621,429.147307
23 Sep 2001 14:23:08.00,159.066,-43.972,606.022313
23 Sep 2001 14:23:12.88,160.390,-42.000,632.425489
25 Sep 2001 01:23:41.07,65.869,-42.000,632.425488
25 Sep 2001 01:24:20.41,102.717,-44.721,596.799917
25 Sep 2001 01:24:40.18,120.254,-42.000,632.425488
25 Sep 2001 14:14:25.81,354.003,-42.000,632.425487
25 Sep 2001 14:15:25.00,325.999,-83.487,408.626008
25 Sep 2001 14:16:25.00,180.350,-46.512,576.388396
25 Sep 2001 14:16:35.13,179.812,-42.000,632.425487

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 00:25:12.49,321.512,-42.000,655.566104
20 Sep 2001 00:26:12.00,260.779,-53.835,529.724469
20 Sep 2001 00:26:56.64,219.910,-42.000,655.566106
20 Sep 2001 06:30:59.89,288.431,-42.000,655.566107
20 Sep 2001 06:31:28.24,263.603,-43.345,636.427000
20 Sep 2001 06:31:43.75,250.320,-42.000,655.566103
20 Sep 2001 08:02:00.30,6.141,-42.000,655.566107
20 Sep 2001 08:03:00.00,47.923,-79.381,427.781343
20 Sep 2001 08:04:00.00,170.328,-48.158,579.509754
20 Sep 2001 08:04:14.07,172.160,-42.000,655.566104
20 Sep 2001 23:35:42.92,358.500,-42.000,655.566103
20 Sep 2001 23:36:42.00,342.407,-81.525,424.915222
20 Sep 2001 23:37:42.00,183.846,-48.945,571.638900
20 Sep 2001 23:37:57.48,183.152,-42.000,655.566107
21 Sep 2001 07:12:52.19,329.833,-42.000,655.566105
21 Sep 2001 07:13:52.00,267.069,-60.565,487.394245
21 Sep 2001 07:14:49.29,208.681,-42.000,655.566104
21 Sep 2001 08:45:01.66,44.053,-42.000,655.566107
21 Sep 2001 08:46:01.00,102.611,-50.519,556.902888
21 Sep 2001 08:46:37.37,134.122,-42.000,655.566102
21 Sep 2001 22:46:34.48,39.640,-42.000,655.566102
21 Sep 2001 22:47:34.00,100.028,-54.162,527.300685
21 Sep 2001 22:48:19.94,142.171,-42.000,655.566103
22 Sep 2001 00:18:28.26,326.890,-42.000,655.566102
22 Sep 2001 00:19:28.00,264.758,-57.357,505.696164
22 Sep 2001 00:20:19.91,214.566,-42.000,655.566103
22 Sep 2001 07:55:18.13,1.087,-42.000,655.566103
22 Sep 2001 07:56:18.00,16.025,-82.361,423.979720
22 Sep 2001 07:57:18.00,176.701,-48.580,575.248203
22 Sep 2001 07:57:32.77,177.239,-42.000,655.566102
22 Sep 2001 23:29:01.32,3.500,-42.000,655.566107
22 Sep 2001 23:30:01.00,23.140,-81.932,424.447978
22 Sep 2001 23:31:01.00,177.424,-48.641,574.638506
22 Sep 2001 23:31:15.90,178.178,-42.000,655.566103
23 Sep 2001 07:06:14.82,324.664,-42.000,655.566103
23 Sep 2001 07:07:14.00,263.496,-56.863,508.801785
23 Sep 2001 07:08:05.46,213.884,-42.000,655.566106
23 Sep 2001 08:38:13.23,36.820,-42.000,655.566104
23 Sep 2001 08:39:13.00,97.773,-54.779,522.831872
23 Sep 2001 08:40:00.16,141.372,-42.000,655.566107
23 Sep 2001 22:39:57.47,47.023,-42.000,655.566107
23 Sep 2001 22:40:57.00,105.446,-49.874,562.783884
23 Sep 2001 22:41:31.26,134.804,-42.000,655.566102
24 Sep 2001 00:11:44.49,332.070,-42.000,655.566103
24 Sep 2001 00:12:44.00,269.799,-61.141,484.431145
24 Sep 2001 00:13:42.45,209.421,-42.000,655.566103
24 Sep 2001 07:48:36.65,356.125,-42.000,655.566102
24 Sep 2001 07:49:36.00,334.743,-81.513,424.930188
24 Sep 2001 07:50:36.00,183.109,-48.753,573.525661
24 Sep 2001 07:50:51.12,182.227,-42.000,655.566105
24 Sep 2001 23:22:20.08,8.596,-42.000,655.566103
24 Sep 2001 23:23:20.00,53.753,-78.926,428.478184
24 Sep 2001 23:24:20.00,171.157,-47.930,581.859793
24 Sep 2001 23:24:33.63,173.107,-42.000,655.566102
25 Sep 2001 00:54:48.80,291.302,-42.000,655.566104
25 Sep 2001 00:55:19.62,264.176,-43.581,633.232184
25 Sep 2001 00:55:36.22,249.954,-42.000,655.566102
25 Sep 2001 06:59:38.21,319.286,-42.000,655.566102
25 Sep 2001 07:00:38.00,258.386,-53.303,533.757856
25 Sep 2001 07:01:21.15,219.298,-42.000,655.566102
25 Sep 2001 08:31:26.27,30.294,-42.000,655.566102
25 Sep 2001 08:32:26.00,92.293,-59.266,494.435256
25 Sep 2001 08:33:21.84,147.915,-42.000,655.566102
25 Sep 2001 22:33:22.25,55.644,-42.000,655.566102
25 Sep 2001 22:34:22.00,111.419,-45.637,607.280120
25 Sep 2001 22:34:40.44,126.197,-42.000,655.566103
26 Sep 2001 00:05:01.11,337.115,-42.000,655.566107
26 Sep 2001 00:06:01.00,274.375,-65.160,466.106590
26 Sep 2001 00:07:01.00,205.586,-43.197,638.455003
26 Sep 2001 00:07:04.30,204.409,-42.000,655.566106
26 Sep 2001 07:41:55.82,351.222,-42.000,655.566106
26 Sep 2001 07:42:55.00,307.922,-78.366,429.377556
26 Sep 2001 07:43:55.00,189.260,-48.180,579.285409
26 Sep 2001 07:44:09.13,187.158,-42.000,655.566105
26 Sep 2001 23:15:39.23,13.827,-42.000,655.566102
26 Sep 2001 23:16:39.00,69.400,-74.416,437.121259
26 Sep 2001 23:17:39.00,165.236,-46.857,593.336772
26 Sep 2001 23:17:50.64,167.899,-42.000,655.566105

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 12:31:39.92,321.048,-42.000,638.583066
20 Sep 2001 12:32:39.00,257.923,-55.605,504.090987
20 Sep 2001 12:33:25.25,213.637,-42.000,638.583066
21 Sep 2001 01:17:55.58,56.591,-42.000,638.583070
21 Sep 2001 01:18:55.00,114.032,-45.781,590.076455
21 Sep 2001 01:19:13.01,128.828,-42.000,638.583067
22 Sep 2001 12:25:21.25,296.145,-42.000,638.583066
22 Sep 2001 12:26:21.00,241.072,-42.597,630.148115
22 Sep 2001 12:26:24.18,238.569,-42.000,638.583066
23 Sep 2001 13:08:04.85,69.090,-42.000,638.583070
23 Sep 2001 13:08:31.37,92.774,-43.228,621.571715
23 Sep 2001 13:08:45.90,105.484,-42.000,638.583067
24 Sep 2001 01:53:41.58,315.662,-42.000,638.583066
24 Sep 2001 01:54:41.00,255.375,-49.130,555.368964
24 Sep 2001 01:55:10.72,229.639,-42.000,638.583068
25 Sep 2001 13:00:54.26,38.538,-42.000,638.583069
25 Sep 2001 13:01:54.00,100.834,-52.391,527.301340
25 Sep 2001 13:02:32.93,136.051,-42.000,638.583066
26 Sep 2001 01:46:47.59,336.188,-42.000,638.583068
26 Sep 2001 01:47:47.00,270.884,-62.868,464.187747
26 Sep 2001 01:48:44.60,209.142,-42.000,638.583067

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 19:59:38.74,2.010,-42.000,625.635911
20 Sep 2001 20:00:38.00,50.760,-82.227,405.621638
20 Sep 2001 20:01:38.00,170.233,-45.558,580.759109
20 Sep 2001 20:01:46.07,171.023,-42.000,625.635912
21 Sep 2001 07:43:09.66,358.457,-42.000,625.635914
21 Sep 2001 07:44:09.00,311.538,-82.661,405.188945
21 Sep 2001 07:45:09.00,189.244,-45.582,580.483475
21 Sep 2001 07:45:17.12,188.516,-42.000,625.635912
22 Sep 2001 19:53:00.86,339.835,-42.000,625.635916
22 Sep 2001 19:54:00.00,273.280,-71.566,424.876280
22 Sep 2001 19:55:00.00,194.130,-43.405,606.721608
22 Sep 2001 19:55:03.48,193.188,-42.000,625.635915
23 Sep 2001 07:36:32.14,20.621,-42.000,625.635910
23 Sep 2001 07:37:32.00,89.659,-71.188,425.888587
23 Sep 2001 07:38:32.00,165.691,-42.946,612.723807
23 Sep 2001 07:38:34.37,166.340,-42.000,625.635911
24 Sep 2001 19:46:34.19,314.441,-42.000,625.635911
24 Sep 2001 19:47:34.00,250.588,-51.681,522.439077
24 Sep 2001 19:48:09.32,218.574,-42.000,625.635913
25 Sep 2001 07:30:06.20,46.026,-42.000,625.635914
25 Sep 2001 07:31:06.00,109.812,-51.375,524.907640
25 Sep 2001 07:31:40.44,140.921,-42.000,625.635911

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 07:10:19.71,358.414,-42.000,646.498891
20 Sep 2001 07:11:19.00,330.751,-81.960,418.816395
20 Sep 2001 07:12:19.00,186.569,-47.841,574.866965
20 Sep 2001 07:12:32.11,185.678,-42.000,646.498890
21 Sep 2001 20:32:23.62,2.380,-42.000,646.498891
21 Sep 2001 20:33:23.00,35.144,-81.599,419.223708
21 Sep 2001 20:34:23.00,172.488,-47.695,576.371700
21 Sep 2001 20:34:35.83,173.544,-42.000,646.498891
22 Sep 2001 07:03:39.32,10.835,-42.000,646.498891
22 Sep 2001 07:04:39.00,62.177,-78.455,423.563916
22 Sep 2001 07:05:39.00,171.434,-46.894,584.847847
22 Sep 2001 07:05:50.32,173.232,-42.000,646.498893
23 Sep 2001 20:25:42.81,349.913,-42.000,646.498892
23 Sep 2001 20:26:42.00,303.085,-78.806,423.008093
23 Sep 2001 20:27:42.00,187.788,-47.338,580.096337
23 Sep 2001 20:27:54.22,185.986,-42.000,646.498894
24 Sep 2001 06:57:02.47,23.606,-42.000,646.498895
24 Sep 2001 06:58:02.00,87.177,-66.950,453.076956
24 Sep 2001 06:59:02.00,159.207,-43.377,627.231068
24 Sep 2001 06:59:05.66,160.433,-42.000,646.498894
25 Sep 2001 20:19:04.94,336.971,-42.000,646.498894
25 Sep 2001 20:20:04.00,275.086,-67.427,451.367961
25 Sep 2001 20:21:04.00,200.564,-43.906,620.265606
25 Sep 2001 20:21:09.00,198.906,-42.000,646.498893
26 Sep 2001 06:50:29.76,37.537,-42.000,646.498890
26 Sep 2001 06:51:29.00,99.936,-56.171,506.411014
26 Sep 2001 06:52:17.52,146.471,-42.000,646.498891
26 Sep 2001 21:02:36.69,86.444,-42.000,646.498891
26 Sep 2001 21:02:38.44,87.962,-42.010,646.352827
26 Sep 2001 21:02:40.36,89.618,-42.000,646.498891

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 08:42:12.91,341.554,-42.000,644.730826
20 Sep 2001 08:43:12.00,279.216,-67.713,449.185042
20 Sep 2001 08:44:12.00,204.465,-43.850,619.311627
20 Sep 2001 08:44:16.83,202.884,-42.000,644.730825
20 Sep 2001 21:23:30.07,307.444,-42.000,644.730825
20 Sep 2001 21:24:30.00,248.809,-47.487,576.977500
20 Sep 2001 21:24:54.84,228.086,-42.000,644.730829
21 Sep 2001 22:06:00.71,43.413,-42.000,644.730830
21 Sep 2001 22:07:00.00,103.366,-50.004,552.501885
21 Sep 2001 22:07:33.12,132.271,-42.000,644.730825
22 Sep 2001 08:35:27.75,355.462,-42.000,644.730825
22 Sep 2001 08:36:27.00,311.897,-79.977,420.182561
22 Sep 2001 08:37:27.00,190.461,-47.337,578.546186
22 Sep 2001 08:37:39.14,188.954,-42.000,644.730825
23 Sep 2001 21:59:08.95,26.766,-42.000,644.730828
23 Sep 2001 22:00:08.00,90.105,-60.940,477.719031
23 Sep 2001 22:01:04.51,148.886,-42.000,644.730829
24 Sep 2001 08:28:46.73,8.902,-42.000,644.730827
24 Sep 2001 08:29:46.00,52.651,-80.053,420.077485
24 Sep 2001 08:30:46.00,174.009,-47.280,579.152467
24 Sep 2001 08:30:58.01,175.490,-42.000,644.730830
25 Sep 2001 21:52:22.26,12.405,-42.000,644.730825
25 Sep 2001 21:53:22.00,73.633,-73.281,432.865392
25 Sep 2001 21:54:22.00,161.205,-45.337,600.883385
25 Sep 2001 21:54:30.13,163.218,-42.000,644.730825
26 Sep 2001 08:22:09.76,22.645,-42.000,644.730827
26 Sep 2001 08:23:09.00,85.658,-67.918,448.481689
26 Sep 2001 08:24:09.00,160.257,-43.733,620.829444
26 Sep 2001 08:24:13.52,161.720,-42.000,644.730826

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
22 Sep 2001 10:51:30.45,47.415,-42.000,637.204796
22 Sep 2001 10:52:30.00,106.529,-47.471,570.514815
22 Sep 2001 10:52:54.26,126.978,-42.000,637.204800
22 Sep 2001 23:38:40.74,312.302,-42.000,637.204797
22 Sep 2001 23:39:40.00,253.297,-47.363,571.635020
22 Sep 2001 23:40:03.77,233.193,-42.000,637.204801
24 Sep 2001 10:44:33.09,25.060,-42.000,637.204796
24 Sep 2001 10:45:33.00,91.143,-61.742,468.433306
24 Sep 2001 10:46:28.72,149.349,-42.000,637.204796
24 Sep 2001 23:31:44.88,334.427,-42.000,637.204798
24 Sep 2001 23:32:44.00,269.569,-61.392,470.120160
24 Sep 2001 23:33:39.67,211.096,-42.000,637.204797
26 Sep 2001 10:37:45.42,6.814,-42.000,637.204798
26 Sep 2001 10:38:45.00,63.398,-78.092,418.332816
26 Sep 2001 10:39:45.00,166.055,-45.954,586.863327
26 Sep 2001 10:39:54.20,167.614,-42.000,637.204800
26 Sep 2001 23:24:57.72,352.599,-42.000,637.204801
26 Sep 2001 23:25:57.00,295.991,-77.465,419.394355
26 Sep 2001 23:26:57.00,194.592,-45.927,587.164497
26 Sep 2001 23:27:06.15,192.948,-42.000,637.204800

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 07:45:42.99,61.071,-42.000,624.265963
20 Sep 2001 07:46:18.53,94.455,-44.422,592.743800
20 Sep 2001 07:46:37.79,111.800,-42.000,624.265962
21 Sep 2001 19:58:06.93,290.037,-42.000,624.265966
21 Sep 2001 19:58:30.17,268.771,-43.014,610.492012
21 Sep 2001 19:58:43.18,257.056,-42.000,624.265963
22 Sep 2001 07:38:35.16,27.222,-42.000,624.265962
22 Sep 2001 07:39:35.00,95.082,-59.353,471.150584
22 Sep 2001 07:40:24.91,145.652,-42.000,624.265962
23 Sep 2001 19:50:52.73,328.890,-42.000,624.265965
23 Sep 2001 19:51:52.00,262.964,-56.561,487.100024
23 Sep 2001 19:52:37.71,218.214,-42.000,624.265962
24 Sep 2001 07:31:46.45,3.332,-42.000,624.265964
24 Sep 2001 07:32:46.00,59.988,-81.189,405.912739
24 Sep 2001 07:33:46.00,168.680,-45.130,584.383984
24 Sep 2001 07:33:53.17,169.548,-42.000,624.265966
25 Sep 2001 19:44:02.44,353.322,-42.000,624.265967
25 Sep 2001 19:45:02.00,289.499,-77.943,410.449848
25 Sep 2001 19:46:02.00,194.851,-44.576,590.899723
25 Sep 2001 19:46:08.03,193.793,-42.000,624.265965
26 Sep 2001 07:25:08.30,340.690,-42.000,624.265965
26 Sep 2001 07:26:08.00,272.109,-72.526,421.528602
26 Sep 2001 07:27:08.00,192.997,-43.268,607.166779
26 Sep 2001 07:27:11.13,192.198,-42.000,624.265964

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 07:13:45.76,359.647,-42.000,653.017844
20 Sep 2001 07:14:45.00,347.418,-82.087,422.702968
20 Sep 2001 07:15:45.00,183.411,-48.652,572.336964
20 Sep 2001 07:15:59.84,182.945,-42.000,653.017848
20 Sep 2001 21:18:51.46,339.504,-42.000,653.017845
20 Sep 2001 21:19:51.00,278.730,-68.944,450.555281
20 Sep 2001 21:20:51.00,200.145,-44.853,614.417805
20 Sep 2001 21:20:58.35,197.854,-42.000,653.017847
21 Sep 2001 06:25:15.31,68.976,-42.000,653.017844
21 Sep 2001 06:25:48.70,98.642,-43.801,627.861711
21 Sep 2001 06:26:05.85,113.375,-42.000,653.017846
21 Sep 2001 07:57:07.24,295.475,-42.000,653.017846
21 Sep 2001 07:57:43.75,263.082,-44.129,623.570746
21 Sep 2001 07:58:02.35,247.237,-42.000,653.017847
21 Sep 2001 22:01:33.44,30.341,-42.000,653.017842
21 Sep 2001 22:02:33.00,92.910,-58.970,494.246033
